Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,7.34505
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,8.044744
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,8.191515
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,9.667735
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,9.766824
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,9.776084
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,10.02539
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,10.14578
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,10.17284
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,10.18646
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,10.2319
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,10.25486
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,10.27191
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,10.31119
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,10.34523
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,10.52837
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,10.65589
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,10.66029
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,10.66261
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,10.81334
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,10.8821
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,10.97775
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,11.0661
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,11.07996
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,11.31531
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,11.38167
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,11.46628
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,11.65218
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,11.67044
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,11.71675
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,11.77754
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,11.80644
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,11.8402
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,11.84372
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,11.89136
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,11.93739
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,12.07376
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,12.08386
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,12.21216
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,12.2309
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,12.24197
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,12.29555
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,12.31785
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,12.32262
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,12.34759
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,12.39629
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,12.46127
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,12.54241
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,12.5841
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,12.60037
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,12.72141
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,12.78874
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,12.82084
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,12.877
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,12.88564
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,12.91306
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,13.0093
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,13.07819
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,13.11893
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,13.14571
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,13.14653
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,13.22034
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,13.23063
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,13.29991
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,13.33058
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,13.35038
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,13.41667
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,13.42001
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,13.4444
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,13.46591
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,13.48871
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,13.49723
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,13.50475
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,13.52555
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,13.54067
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,violacea,13.59168
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,13.60791
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,13.62354
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,13.63859
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,13.71619
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,13.71933
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,13.73817
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,13.78675
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,13.7994
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,violacea,13.80687
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,13.82112
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,13.84165
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,13.86788
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,13.87354
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,13.89349
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,13.907
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,13.93214
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,13.9459
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.02746
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,14.04457
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,14.06334
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,14.08097
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.08273
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,autre,14.09639
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,14.10634
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,14.11176
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.12024
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.12537
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,14.12838
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,14.12967
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,14.14864
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.20501
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,14.20949
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.21662
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,14.21846
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,14.22246
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,14.23732
Jessica Tran,2021,April,4,Papeete market,Serranidae,Variola,louti,14.2715
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,14.29318
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.30841
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,14.31662
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.31664
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.32941
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,14.33086
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.34203
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,14.35305
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,14.37853
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,14.39831
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.40703
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,14.41835
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,14.41877
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,14.42521
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,14.44087
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,14.47814
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,14.48252
Jessica Tran,2021,April,2,Papeete market,Labridae,Epibulus,insidiator,14.51289
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,14.51941
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,14.51962
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,14.54019
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,14.55915
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,14.57307
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.57691
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,14.58531
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,14.60047
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,14.60643
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,14.61637
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.62185
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.62521
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,14.62605
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,14.66618
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,14.68908
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,14.69367
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,14.69683
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.71418
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.72329
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,14.73916
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.76039
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,14.76697
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,14.77244
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,14.78652
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,14.79246
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.79361
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,14.82713
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.82722
Jessica Tran,2021,April,3,Papeete market,Labridae,Epibulus,insidiator,14.83557
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,14.84009
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,14.84411
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.85666
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,14.85801
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.87257
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,violacea,14.88325
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,14.89535
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,14.90169
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,14.90405
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,14.90681
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,14.91535
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,14.92236
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,14.92258
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,14.92902
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,14.93077
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,14.94239
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,14.94289
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,14.99648
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.00463
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.00551
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.00925
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.00965
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,15.01739
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.01935
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,15.02559
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.0269
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,15.0288
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.03332
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,15.06124
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,15.07386
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,15.08627
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,adusta,15.10523
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.14364
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Sargocentron,autre,15.14533
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.16056
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,15.17778
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.18311
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,15.18401
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.18613
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,15.18875
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.19063
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.20034
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,15.2208
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,15.22729
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,violacea,15.23537
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,15.23595
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,autre,15.23622
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,15.25303
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,15.26868
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,15.27508
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.29614
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,15.29688
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,15.29867
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.30621
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,15.31773
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.33694
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,15.3433
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,15.3526
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.36294
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,15.36613
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,15.3899
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.39004
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,15.39354
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.39678
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,violacea,15.40997
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,15.42277
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.42379
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,15.42601
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,15.42915
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,spiniferum,15.43669
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,15.43693
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.45323
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.45563
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,15.46584
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,15.47388
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,autre,15.47435
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.4854
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,15.49922
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.50641
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.51517
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,15.55186
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.58617
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,15.58888
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.59215
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.59289
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,15.59301
Jessica Tran,2021,April,1,Papeete market,Serranidae,Cephalopholis,urodeta,15.59322
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,15.59348
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.59449
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.59583
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.60024
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,oviceps,15.60626
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.61105
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,15.61321
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.61991
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,15.62232
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,15.62961
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.63012
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,15.64208
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,15.64473
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,15.64748
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.65603
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,15.66416
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,15.66891
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,15.67193
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,15.67577
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,15.6846
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.68873
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,15.68957
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.69929
Jessica Tran,2021,April,1,Papeete market,Lethrinidae,Monotaxis,grandoculis,15.7021
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,15.70353
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,15.70678
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,15.70856
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,autre,15.73539
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,15.75538
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,15.76043
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.761
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,15.78054
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.78627
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.79103
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.79115
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,15.79227
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.79834
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.79926
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.81076
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,15.81202
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,15.83534
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,papuensis,15.83916
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.84345
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,15.84773
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,15.85732
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,15.85805
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,15.86706
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,15.87912
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,15.89599
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,15.89919
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,15.8993
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,autre,15.92172
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,15.94245
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,15.95048
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,15.95776
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,15.95822
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,15.95879
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,15.96319
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,15.9645
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,15.96612
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,15.96648
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,15.97157
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,15.97849
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,15.98525
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.9978
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,15.9978
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,15.99921
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.00016
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,16.0021
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,autre,16.00759
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.01127
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.01828
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,16.02639
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,16.0368
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,16.06262
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,16.06287
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,berndti,16.06485
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,16.06558
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,16.0662
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,16.0686
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,16.07004
Jessica Tran,2021,April,1,Papeete market,Scaridae,Chlorurus,spilurus,16.07247
