Observer ,Year,Month,Sunday,Site,Family,Genus,Species,Fork length
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,oviceps,22.72625
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.72859
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,22.73184
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,22.73447
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Priacanthus,hamrur,22.73717
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,22.7394
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,22.74054
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,22.74259
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,22.74662
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,22.74733
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,22.76263
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.7627
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,22.76335
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,22.76485
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.76588
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,22.77048
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.77553
Jessica Tran,2021,April,3,Papeete market,Labridae,Epibulus,insidiator,22.77725
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,22.77734
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,22.78106
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.78256
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,22.78623
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,22.7875
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,22.78756
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.78847
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.7926
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,22.79347
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,22.79405
Jessica Tran,2021,April,1,Papeete market,Scaridae,Chlorurus,spilurus,22.79415
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,22.79471
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,22.79694
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,22.79771
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,spiniferum,22.79897
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,22.79923
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.79939
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.79998
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,22.80257
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.80333
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.81127
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,22.8131
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.81547
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,etelis,carbunculus,22.82095
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,22.82127
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.82205
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,22.82362
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,murdjan,22.82785
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,22.82836
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,22.83063
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.83152
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.8338
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.83526
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.83574
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.83691
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,22.84283
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,22.84323
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,22.84362
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,22.84796
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,22.86136
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,spiniferum,22.86642
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,unicornis,22.87292
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,22.87794
Jessica Tran,2021,April,1,Papeete market,Scaridae,Chlorurus,spilurus,22.88124
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.88164
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,22.88341
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,22.88546
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,oviceps,22.88971
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,22.88999
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,22.89126
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.89198
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,22.89204
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,22.89339
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,22.89627
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,22.89655
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,22.89717
Jessica Tran,2021,April,2,Papeete market,Lutjanidae,lutjanus ,kasmira,22.90586
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,22.90614
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,22.90745
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.90884
Jessica Tran,2021,April,2,Papeete market,Carangidae,Caranx,melampygus,22.91084
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,spiniferum,22.91328
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.91341
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.91457
Jessica Tran,2021,April,3,Papeete market,Scaridae,Calotomus ,carolinus,22.91734
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,22.92048
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,22.925
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,22.92632
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,22.92754
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,22.92876
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,22.93122
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,22.93527
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,22.9364
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.93667
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,22.94317
Jessica Tran,2021,April,1,Papeete market,Labridae,Epibulus,insidiator,22.94529
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,22.95123
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,22.9513
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,argenteus,22.95296
Jessica Tran,2021,April,1,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,22.95708
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,22.95946
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,22.96098
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,22.96612
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,22.96921
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,22.96951
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,22.97108
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.97174
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,22.9728
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,22.97304
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,22.97473
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,22.9833
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,22.98536
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,22.98655
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,22.9877
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,22.98941
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,tiere,22.99329
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,22.99335
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,22.99468
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,22.99677
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,23.00482
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.00489
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,23.00646
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,23.00717
Jessica Tran,2021,April,1,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,23.01002
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.01605
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.01637
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,23.01922
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.02396
Jessica Tran,2021,April,2,Papeete market,Scaridae,Calotomus ,carolinus,23.02741
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.02991
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.0369
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.03691
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,spiniferum,23.03744
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,oviceps,23.04095
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,23.04103
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Myripristis,murdjan,23.0413
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,23.04747
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,23.05255
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,23.05459
Jessica Tran,2021,April,2,Papeete market,Serranidae,Cephalopholis,argus ,23.05469
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.0624
Jessica Tran,2021,April,1,Papeete market,Scaridae,Chlorurus,spilurus,23.0625
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.06321
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,23.0636
Jessica Tran,2021,April,1,Papeete market,Mullidae ,Parupeneus ,ciliatus,23.06461
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.06905
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,23.0704
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.07278
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.0734
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,23.07462
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,23.07981
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.08114
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,23.08168
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,spinus,23.0824
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Myripristis,berndti,23.0859
Jessica Tran,2021,April,2,Papeete market,Holocentridae,Sargocentron,spiniferum,23.08612
Jessica Tran,2021,April,1,Papeete market,Scaridae,Calotomus ,carolinus,23.0905
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,23.09373
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,23.09966
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,23.10176
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,23.10669
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,lutjanus,fulvus,23.11094
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.11136
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,fasciatus,23.11312
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.11333
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,argenteus,23.11354
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.11609
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.11684
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,23.1224
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,23.12948
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,23.13908
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,23.14108
Jessica Tran,2021,April,3,Papeete market,Labridae,Cheilinus,trilobatus,23.14158
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.14165
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.1426
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,altipinnis,23.14642
Jessica Tran,2021,April,1,Papeete market,Scaridae,Calotomus ,carolinus,23.14871
Jessica Tran,2021,April,4,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.15568
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,23.16246
Jessica Tran,2021,April,3,Papeete market,Lutjanidae,lutjanus,fulvus,23.17272
Jessica Tran,2021,April,2,Papeete market,Acanthuridae,Naso,lituratus,23.17703
Jessica Tran,2021,April,2,Papeete market,Siganidae,Siganus,spinus,23.17875
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,23.18343
Jessica Tran,2021,April,1,Papeete market,Carangidae,Caranx,melampygus,23.18852
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,23.18878
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,23.18909
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.19152
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.19491
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.19805
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,23.19836
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,23.19966
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,oviceps,23.20115
Jessica Tran,2021,April,4,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.20129
Jessica Tran,2021,April,4,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,23.20154
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,fasciatus,23.2077
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,23.20785
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.21024
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.21677
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.2232
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,23.23632
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,23.24599
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,23.24831
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.25033
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.25038
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,23.25157
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.25213
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.26112
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,autre,23.26174
Jessica Tran,2021,April,4,Papeete market,Lutjanidae,pristipomoides,argyrogrammicus,23.26174
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,spiniferum,23.26456
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,argenteus,23.26502
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.26553
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.26599
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.26627
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,rubroviolaceus,23.26745
Jessica Tran,2021,April,4,Papeete market,Labridae,Epibulus,insidiator,23.26761
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.2678
Jessica Tran,2021,April,4,Papeete market,Acanthuridae,Naso,lituratus,23.26787
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.26883
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,rubroviolaceus,23.2743
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,23.27974
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,23.28103
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Priacanthus,hamrur,23.28287
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.28802
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,merra,23.29353
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,23.29379
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.29584
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.29785
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.30231
Jessica Tran,2021,April,4,Papeete market,Priacanthidae,Heteropriacanthus,cruentatus,23.30423
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.30564
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.30564
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,23.30995
Jessica Tran,2021,April,1,Papeete market,Lutjanidae,lutjanus,fulvus,23.31444
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.31572
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,23.31612
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,psittacus,23.33156
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,forsteni,23.33571
Jessica Tran,2021,April,2,Papeete market,Scaridae,Calotomus ,carolinus,23.33683
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,hexagonatus,23.34886
Jessica Tran,2021,April,2,Papeete market,Priacanthidae,Priacanthus,hamrur,23.35577
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.35902
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,23.36042
Jessica Tran,2021,April,3,Papeete market,Labridae,Epibulus,insidiator,23.3648
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,23.36549
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.36565
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Sargocentron,tiere,23.36597
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.36969
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,oviceps,23.37058
Jessica Tran,2021,April,1,Papeete market,Lutjanidae,lutjanus,fulvus,23.37283
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.37298
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.37361
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,23.37365
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.37584
Jessica Tran,2021,April,3,Papeete market,Acanthuridae,Naso,lituratus,23.37784
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,fasciatus,23.38144
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,23.38394
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,23.38905
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.39161
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.39251
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,23.39379
Jessica Tran,2021,April,4,Papeete market,Holocentridae,Myripristis,berndti,23.39839
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.40498
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.40604
Jessica Tran,2021,April,3,Papeete market,Siganidae,Siganus,spinus,23.40714
Jessica Tran,2021,April,3,Papeete market,Serranidae,Epinephelus,merra,23.41029
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.411
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,23.41581
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.41754
Jessica Tran,2021,April,1,Papeete market,Acanthuridae,Naso,lituratus,23.41774
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,23.41866
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,23.42234
Jessica Tran,2021,April,4,Papeete market,Scaridae,Calotomus ,carolinus,23.42479
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.42606
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.42909
Jessica Tran,2021,April,2,Papeete market,Scaridae,Calotomus ,carolinus,23.42983
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,23.43215
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.43219
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,23.4323
Jessica Tran,2021,April,1,Papeete market,Siganidae,Siganus,argenteus,23.43422
Jessica Tran,2021,April,2,Papeete market,Serranidae,Epinephelus,hexagonatus,23.43593
Jessica Tran,2021,April,2,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.44082
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,hexagonatus,23.45307
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.45372
Jessica Tran,2021,April,1,Papeete market,Serranidae,Epinephelus,merra,23.45451
Jessica Tran,2021,April,4,Papeete market,Siganidae,Siganus,spinus,23.45454
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.45799
Jessica Tran,2021,April,3,Papeete market,Scaridae,Chlorurus,spilurus,23.45972
Jessica Tran,2021,April,2,Papeete market,Scaridae,Calotomus ,carolinus,23.46238
Jessica Tran,2021,April,3,Papeete market,Kyphosidae,Kyphosus,vaigiensis,23.46366
Jessica Tran,2021,April,3,Papeete market,Serranidae,Cephalopholis,argus,23.46569
Jessica Tran,2021,April,3,Papeete market,Scaridae,Calotomus ,carolinus,23.467
Jessica Tran,2021,April,2,Papeete market,Scaridae,Scarus,autre,23.47446
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,23.47929
Jessica Tran,2021,April,4,Papeete market,Labridae,Cheilinus,trilobatus,23.48039
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,23.48471
Jessica Tran,2021,April,1,Papeete market,Scaridae,Calotomus ,carolinus,23.48658
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.48901
Jessica Tran,2021,April,2,Papeete market,Labridae,Cheilinus,trilobatus,23.49467
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,23.49583
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.49653
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.49784
Jessica Tran,2021,April,1,Papeete market,Labridae,Cheilinus,trilobatus,23.49866
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.50102
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,23.51337
Jessica Tran,2021,April,1,Papeete market,Scaridae,Chlorurus,spilurus,23.52052
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Parupeneus ,multifasciatus,23.52369
Jessica Tran,2021,April,3,Papeete market,Labridae,Cheilinus,trilobatus,23.52665
Jessica Tran,2021,April,1,Papeete market,Scaridae,Calotomus ,carolinus,23.52706
Jessica Tran,2021,April,4,Papeete market,Serranidae,Epinephelus,merra,23.5307
Jessica Tran,2021,April,3,Papeete market,Scaridae,Scarus,psittacus,23.53263
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.53675
Jessica Tran,2021,April,4,Papeete market,Serranidae,Cephalopholis,argus,23.54101
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,psittacus,23.56105
Jessica Tran,2021,April,4,Papeete market,Scaridae,Scarus,oviceps,23.56462
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,23.56511
Jessica Tran,2021,April,1,Papeete market,Holocentridae,Sargocentron,tiere,23.56595
Jessica Tran,2021,April,3,Papeete market,Mullidae ,Mulloidichthys,vanicolensis,23.571
Jessica Tran,2021,April,3,Papeete market,Holocentridae,Myripristis,berndti,23.58214
Jessica Tran,2021,April,1,Papeete market,Scaridae,Scarus,psittacus,23.58489
Jessica Tran,2021,April,4,Papeete market,Scaridae,Chlorurus,spilurus,23.58668
Jessica Tran,2021,April,2,Papeete market,Scaridae,Chlorurus,spilurus,23.59197
Jessica Tran,2021,April,2,Papeete market,Scaridae,Other,Other,23.59265
